group_id,scene_name,class_name,count,duration_s,generated_at
group_01,Dakar - Scène 1,person,0,187.63,2026-04-26T23:08:23.477502
group_01,Dakar - Scène 1,bicycle,0,187.63,2026-04-26T23:08:23.477502
group_01,Dakar - Scène 1,car,10,187.63,2026-04-26T23:08:23.477502
group_01,Dakar - Scène 1,motorcycle,0,187.63,2026-04-26T23:08:23.477502
group_01,Dakar - Scène 1,bus,0,187.63,2026-04-26T23:08:23.477502
group_01,Dakar - Scène 1,truck,0,187.63,2026-04-26T23:08:23.477502
