group_id,scene_name,class_name,count,duration_s,generated_at
group_01,Dakar - Scène 1,person,0,9.53,2026-04-26T16:45:44.007010
group_01,Dakar - Scène 1,bicycle,0,9.53,2026-04-26T16:45:44.007010
group_01,Dakar - Scène 1,car,10,9.53,2026-04-26T16:45:44.007010
group_01,Dakar - Scène 1,motorcycle,0,9.53,2026-04-26T16:45:44.007010
group_01,Dakar - Scène 1,bus,0,9.53,2026-04-26T16:45:44.007010
group_01,Dakar - Scène 1,truck,0,9.53,2026-04-26T16:45:44.007010
