group_id,scene_name,class_name,count,duration_s,generated_at
group_01,Dakar - Scène 1,person,0,308.98,2026-04-26T23:39:10.846501
group_01,Dakar - Scène 1,bicycle,0,308.98,2026-04-26T23:39:10.846501
group_01,Dakar - Scène 1,car,37,308.98,2026-04-26T23:39:10.846501
group_01,Dakar - Scène 1,motorcycle,0,308.98,2026-04-26T23:39:10.846501
group_01,Dakar - Scène 1,bus,1,308.98,2026-04-26T23:39:10.846501
group_01,Dakar - Scène 1,truck,5,308.98,2026-04-26T23:39:10.846501
